"","G35441","G36194","G36491","G36811","G35531","G36771","G35878","G36505","G36449","G37005","G35874","G35403","G36434","G36204","G36530","G36279","G36473","G35892","G36287","G36463","G36760","G35350","G36452","G36910","G35512","G36233","G37030","G36193","G36468","G36202","G36288","G36460","G36186","G35470","G36492","G36495","G36518","G37024","G36516","G36200","G36457","G36528","G35876","G36198","G36242","G36450","G36944","G36203","G36511","G36408","G36138","G36508","G36037","G35523","G35997","G36987","G35513","G36286","G36456","G36213","G36466","G35453","G35923","G35414","G36432","G36769","G36317","G36420","G37047","G36438","G36834","G36476","G35533","G35469","G36764","G36459","G35924","G36219","G36523","G36490","G36205","G36485","G36455","G35352","G36540","G35409","G36824","G37040","G35442","G37026","G35424","G37039","G36139","G36527","G36521","G36433","G36215","G36173","G36761","G36235","G36144","G36816","G35351","G36773","G36141","G35395","G37042","G36514","G36536","G36192","G36028","G36189","G35397","G35404","G36035","G36982","G36538","G36489","G35445","G36763","G36498","G36272","G36201","G37050","G36280","G35522","G36453","G37022","G35477","G35902","G36210","G37045","G36854","G36029","G36435","G36034","G36454","G36753","G35938","G36145","G36257","G36161","G35416","G36439","G36534","G35455","G36464","G36290","G37037","G36431"
"198646",3,5,0,4,1,5,0,3,0,0,0,9,0,0,4,1,4,3,0,4,0,0,0,2,11,1,0,2,3,1,4,13,0,4,4,0,51,1,4,5,6,30,14,4,12,0,8,6,0,8,15,0,6,0,0,0,1,1,3,0,12,6,1,0,0,7,3,0,1,5,43,3,1,12,13,0,5,0,0,0,1,0,16,6,0,42,0,2,0,1,0,1,0,7,6,0,0,0,0,6,1,12,21,6,4,10,0,0,58,4,0,0,1,0,0,3,0,1,0,12,7,3,0,0,0,0,1,3,21,0,0,3,1,0,0,0,0,2,2,2,2,0,0,0,15,5,5,5,3,0
"941096",0,1,0,9,0,0,0,0,0,1,0,5,0,1,34,0,3,2,0,0,1,0,17,0,1,0,4,0,4,3,1,25,0,6,0,0,12,0,3,4,5,0,0,0,4,4,0,4,0,0,4,2,0,1,1,0,0,0,3,0,0,8,0,1,1,4,2,2,4,4,1,0,0,9,0,0,0,8,0,3,3,0,0,1,0,10,0,0,0,0,15,2,0,2,0,0,0,0,2,8,0,0,4,1,0,3,0,1,34,0,0,0,0,1,0,1,0,5,1,0,0,0,0,1,4,0,0,1,4,0,0,0,1,0,0,1,7,5,1,0,14,0,0,2,2,15,0,0,12,1
"1076969",0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,40,11,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"536866",0,3,0,4,0,1,0,0,1,0,0,16,0,0,10,2,0,2,2,2,0,3,5,0,2,3,4,2,5,3,9,39,1,4,0,6,10,0,0,3,11,0,0,0,2,2,0,10,0,0,9,1,0,0,0,0,1,1,6,0,0,15,0,0,0,15,0,0,3,6,2,0,0,9,0,0,0,0,0,9,9,0,6,0,3,16,0,0,0,0,8,4,1,0,0,0,0,0,8,12,0,0,4,0,0,2,0,0,27,5,1,0,0,0,0,0,0,5,4,1,0,0,0,0,6,0,0,1,6,2,0,0,2,1,0,1,1,5,30,0,8,0,0,3,1,23,0,0,3,5
"197930",0,0,0,0,0,87,124,145,0,0,0,9,0,4,18,19,249,0,5,1,0,0,0,0,0,1,3,7,1,1,10,0,0,11,6,169,1,0,97,7,0,288,62,0,118,0,5,11,0,0,0,0,0,0,0,0,0,52,62,0,0,127,16,0,0,6,24,0,147,0,0,14,0,44,11,0,0,0,0,48,42,0,0,0,0,0,0,32,2,1,46,0,0,69,0,0,0,0,0,6,1,86,0,127,28,2,0,0,196,13,0,0,0,0,0,57,0,4,0,3,3,42,7,0,106,11,0,0,11,0,0,0,11,0,0,0,0,0,0,8,75,0,0,0,0,9,46,85,234,0
"782953",759,18,656,1316,415,178,189,0,4630,711,5,1191,954,23,110,0,144,11,7,3,497,4780,3311,0,35,0,2,361,1,11,1,39,0,12,76,275,1,10,1,55,11,145,249,6008,5,2066,52,155,1092,3680,11,1215,3745,3065,18,1576,14,0,9,2018,29,2,1268,2381,1423,57,1482,4459,19,14,8133,259,1310,3,218,1,253,8466,0,723,9,2,123,2036,183,42,594,3,454,982,2875,41,20,54,1,1501,5536,16,2037,8,604,177,360,40,143,219,2285,1500,2,324,2017,3612,39,0,0,1,101,3,1116,59,33,3,4,3653,1,815,1874,771,168,0,1483,400,0,4827,969,5364,427,1270,5132,499,85,184,2167,2398,0,4,12,191,590,1636
"174818",0,20,1,4,0,211,0,144,0,0,0,5,0,14,23,38,83,52,48,148,0,0,0,0,40,7,29,7,60,22,26,15,0,59,38,161,0,0,0,33,129,15,10,0,34,0,5,70,0,0,16,0,14,0,5,0,10,62,37,0,0,272,37,0,0,51,23,0,52,19,9,17,0,204,410,0,0,0,0,82,61,3,3,0,0,1,0,175,10,0,0,26,3,15,0,0,0,0,0,38,0,21,29,78,86,103,0,0,28,41,0,0,22,0,0,20,0,11,0,54,41,49,17,0,68,0,1,0,29,0,0,0,7,0,0,0,0,0,95,0,24,0,0,0,12,78,31,0,114,0
"176306",0,5,0,2,0,219,1,7,0,0,0,53,0,4,0,40,0,5,15,0,0,0,0,0,12,0,49,5,75,8,0,0,0,8,41,0,0,0,1,19,0,0,0,0,0,0,2,33,0,0,29,0,0,0,10,0,10,13,48,0,0,107,0,0,0,13,7,0,0,0,0,0,0,173,8,0,0,0,0,0,53,1,0,0,0,0,0,1,1,0,3,86,0,0,0,0,0,0,0,2,1,0,29,66,1,165,0,0,0,0,1,0,1,0,1,0,0,5,0,41,19,0,2,0,128,0,0,0,1,0,0,0,1,1,0,0,0,0,39,0,1,0,0,0,0,69,0,1,0,0
"3472078",0,0,0,140,0,167,5,0,0,0,0,0,0,0,3,0,157,6,7,22,662,0,0,2,34,0,18,0,50,0,0,25,0,2,0,0,1,0,0,22,166,0,10,0,0,0,0,0,142,0,73,147,0,0,0,0,11,0,100,0,45,0,764,0,2,226,0,6,159,8,207,12,0,8,310,9,0,4,1,0,0,0,186,0,0,0,8,15,42,0,2,58,0,1,0,1,0,0,395,2,0,14,80,66,0,2,0,215,3,0,0,0,0,1,69,369,0,4,0,54,1,2,10,0,28,1,0,0,16,0,2,2,0,6,1,0,0,343,1,0,16,4,1,2,0,13,4,3,166,0
"1992",0,0,0,6,0,495,396,0,0,0,0,5,44,0,49,26,211,65,52,0,10,0,0,1,78,18,36,0,1,0,16,134,0,0,0,0,0,40,0,98,0,30,262,0,16,0,0,1,0,0,93,0,0,0,2,4,21,12,124,1,98,1,0,3,26,653,14,10,84,49,6,0,0,70,581,0,1,219,1,0,0,0,389,0,0,1,48,23,299,5,1,90,7,7,1,12,1,0,12,29,3,3,124,519,5,4,0,0,34,1,0,0,1,0,7,419,1,0,1,171,1,75,39,12,286,0,0,6,65,0,18,99,16,9,62,1,0,2,0,0,207,206,6,10,0,101,0,14,81,2
"4372612",0,0,0,0,0,48,0,0,1,0,0,3,0,0,0,0,52,1,0,0,163,0,0,2,1,0,0,0,100,0,3,29,0,0,0,0,0,6,0,0,83,1,0,0,13,0,0,0,46,0,0,27,0,1,0,0,0,0,55,71,21,0,87,0,6,72,2,0,17,10,0,0,0,20,52,0,8,254,0,0,0,0,39,0,0,0,0,0,16,0,2,11,0,0,1,5,210,0,223,2,118,0,1,26,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,49,61,4,1,0,0,0,0,0,12,0,2,0,0,1,1,0,0,121,2,55,38,2,0,3,0,36,0,21,18,0
"593043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"2565100",0,2,0,1,0,26,0,3,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,4,0,9,0,4,0,0,1,0,1,5,0,0,0,1,1,0,0,1,0,1,0,1,6,0,0,11,0,0,0,3,0,3,6,2,0,0,21,0,0,0,9,1,0,0,0,1,0,0,46,8,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,12,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,2,0
"4425571",129,9,118,303,55,42,103,0,908,109,0,204,190,1,16,0,35,7,0,0,126,830,707,0,9,0,1,68,0,2,0,9,0,3,12,54,1,3,0,7,5,37,141,1148,0,466,11,29,236,778,1,203,2075,521,7,232,2,1,3,392,5,2,308,452,228,12,255,765,1,5,1582,56,177,3,55,0,144,1517,0,140,1,0,29,393,39,4,96,0,100,161,530,6,4,6,0,304,935,1,415,1,109,45,67,28,28,39,341,326,0,67,1021,647,9,0,2,0,24,0,198,20,10,2,0,575,0,121,413,135,36,0,209,61,0,2444,179,2913,65,267,1257,57,11,24,399,524,0,1,3,34,124,323
"179826",0,9,0,0,0,0,0,11,0,0,0,8,0,6,0,2,0,10,9,0,0,0,0,0,0,2,0,0,0,12,17,3,0,0,5,10,0,0,0,13,0,0,0,0,47,0,5,54,0,0,0,0,0,0,59,0,0,7,0,0,6,34,0,0,0,0,6,0,0,12,0,0,0,2,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,17,0,0,0,0,1,0,0,8,11,4,0,28,0,0,0,17,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,33,0,0,0,0
"184037",0,54,0,48,0,6,0,13,1,0,2,22,0,13,12,10,83,10,5,70,1,0,0,13,28,24,25,35,66,17,101,0,1,19,0,34,0,24,22,37,73,78,0,0,56,0,21,27,0,0,20,0,0,1,33,0,4,64,35,0,0,83,0,1,0,30,35,0,51,54,138,0,0,25,1,0,0,2,0,35,51,0,0,0,0,132,0,11,166,0,0,1,14,12,0,0,0,0,0,30,0,42,94,33,48,71,0,0,213,0,0,1,5,0,0,0,24,19,0,1,37,20,12,0,64,0,0,0,202,4,0,0,17,1,0,0,0,0,38,0,40,0,0,0,49,32,36,19,76,0
"365621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,18,0,0,4,0,47,0,0,0,0,0,0,2,0,0,62,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,37,0,0,0,0,0,46,0,4,0
"4481861",0,0,0,38,3,47,0,5,9,0,0,0,4,0,11,0,0,11,3,23,0,0,0,0,1,11,0,1,27,0,67,0,0,2,8,17,59,1,2,5,4,58,0,0,18,79,0,15,0,0,0,0,35,5,3,1,0,26,22,0,0,0,77,1,9,139,0,2,23,0,47,111,1,85,113,22,16,0,30,11,0,0,0,0,5,0,0,0,0,18,4,0,0,6,1,7,1,0,1,41,0,0,0,20,0,27,22,0,5,0,7,0,1,0,0,0,2,1,1,20,12,32,0,17,1,0,1,11,107,0,0,24,3,21,0,19,1,1,0,0,5,0,1,3,65,1,78,18,27,0
"197072",0,0,0,422,23,5,66,0,56,4,0,3,17,4,192,1,136,180,3,420,29,68,235,1,27,0,101,19,125,10,3,29,3,253,1,0,1026,0,178,124,244,10,14,0,4,81,11,154,6,0,33,3,164,94,0,6,17,0,42,0,37,138,6,37,7,22,5,8,210,12,360,82,26,327,10,67,1,0,13,0,9,0,105,3,4,2,18,396,900,0,83,68,1,25,30,10,1,51,17,6,5,13,99,14,1,183,0,1,74,2,43,90,0,0,8,775,7,0,0,5,0,7,15,0,38,34,124,0,48,1,0,0,36,194,22,4,8,6,1,0,414,0,8,4,98,35,100,36,174,10
"192684",0,0,0,21,0,14,7,0,0,1,0,0,1,0,3,0,11,3,1,1,4,0,0,1,3,0,4,0,0,0,2,3,0,0,0,0,0,12,0,8,0,1,12,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,10,0,7,0,0,1,0,34,0,1,35,0,18,0,0,7,14,0,0,0,0,0,0,0,24,0,0,1,9,3,18,2,1,11,1,1,0,2,0,0,4,3,0,0,5,43,0,0,0,1,2,0,0,2,0,1,0,5,0,0,0,6,0,3,3,2,10,0,0,2,2,0,2,49,2,4,2,0,0,2,0,1,3,0,3,0,0,18,1,0,36,0
"368490",8,0,17,3,53,54,131,116,0,1,0,0,0,32,13,4,0,10,0,0,7,0,3,0,38,6,14,2,3,65,0,0,0,0,1,40,0,0,5,12,0,30,0,0,15,0,15,42,0,0,15,0,120,0,340,0,2,7,0,0,132,0,23,0,0,7,53,0,19,0,6,0,12,0,85,0,21,0,0,20,311,2,0,0,6,2,0,0,4,3,1282,23,0,0,0,0,0,0,44,0,0,0,4,3093,274,2,0,0,113,0,0,0,0,0,0,0,0,0,0,95,9,3,0,0,0,36,30,0,42,3,0,0,0,3,0,0,3,232,1040,1,0,0,0,0,1,6,0,0,178,0
"2700883",0,0,0,0,0,0,0,43,0,0,0,574,0,0,0,2,0,45,210,0,0,0,0,0,0,144,0,0,0,4,626,32,0,1,20,16,0,0,0,4,0,0,0,0,40,0,34,14,0,0,2,0,0,0,150,0,0,234,0,0,42,213,1,0,0,0,38,0,0,47,221,0,0,131,0,0,0,1,0,33,19,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1265,0,0,2,0,0,167,0,0,0,0,0,0,72,0,0,1,0,9,0,0,66,1000,1,0,374,0,0,0,398,0,0,0,13,0,0,0,0,0,167,0,105,0,1,0,0,226,0,0,0,0
"198909",0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,11,0,5,7,0,0,0,9,0,13,0,0,0,6,2,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,2,0,0,29,0,0,0,1,22,0,0,0,15,26,0,19,56,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,36,0,0,0,0,0,0,59,1,12,0,0
"175729",0,1,0,0,0,73,0,9,0,0,0,2,0,2,0,9,0,7,12,14,0,0,0,0,0,2,2,0,2,3,4,0,0,1,3,11,0,0,0,22,21,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,50,4,0,2,3,0,0,0,102,76,0,0,0,0,0,18,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,10,0,15,0,0,0,0,0,0,1,0,0,2,0,7,0,24,10,14,0,0,62,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,0
"308544",46,14,0,85,14,86,0,50,0,0,9,95,0,6,63,5,139,27,7,119,0,0,0,16,121,53,13,111,62,12,96,137,0,81,15,0,852,12,108,33,191,348,525,23,79,0,57,34,0,44,162,1,196,0,58,0,18,62,49,0,108,117,82,0,0,149,32,0,58,98,361,52,15,142,366,2,127,1,0,0,25,0,140,75,0,590,0,15,3,0,1,1,13,18,129,0,0,0,0,60,22,214,414,109,33,204,0,1,649,31,0,0,36,0,3,118,1,46,1,161,141,11,3,0,59,0,58,39,245,3,0,75,36,1,0,1,4,2,179,24,62,0,1,0,277,105,55,48,39,0
"4424598",18,0,0,0,4,59,0,1,0,0,0,0,0,0,2,0,0,8,0,58,0,0,0,0,0,0,0,6,0,0,0,0,0,2,10,0,25,19,79,0,8,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,21,0,0,0,75,0,17,0,0,30,5,0,0,0,0,22,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,13,0,3,1,0,0,0,3,16,0,0,16,0,0,0,0,7,0,0,1,0,0,0,0,0,0,8,5,0,2,0,0,0,0,0,0,0,0,11,9,0,0,0,7,2,0,0,1,0
"271159",46,35,5,4,0,1,24,1,0,6,27,26,5,3,25,0,6,4,0,6,8,0,6,1,2,1,14,21,0,3,8,12,0,7,22,29,34,26,25,0,25,13,9,6,13,5,2,2,0,0,12,1,75,14,12,0,0,4,2,0,4,29,2,0,0,9,17,0,8,1,28,3,1,21,12,0,0,2,0,13,5,2,1,0,31,51,9,1,16,4,2,10,0,2,0,0,0,7,8,16,2,17,7,1,19,28,0,0,112,29,3,13,8,0,19,5,7,5,61,12,6,6,0,0,5,4,27,17,172,7,3,23,0,7,0,0,0,14,62,0,69,0,8,0,37,5,9,16,32,0
"4385326",0,111,0,0,0,45,0,0,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,174,0,0,0,0,26,0,0,0,0,63,0,1,0,0,0,0,0,405,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,172,164,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,78,98,0,193,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344525",0,0,0,5,0,0,10,0,0,0,0,0,3,0,13,0,10,13,1,15,2,1,3,0,5,1,26,0,2,0,0,4,0,1,0,0,0,0,1,3,3,0,2,0,1,1,0,0,0,0,2,0,3,5,0,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,4,1,0,24,1,6,0,1,0,0,0,0,3,0,0,0,1,38,18,0,1,2,0,1,0,1,0,0,0,0,0,4,14,4,0,6,0,0,2,0,0,0,0,0,5,4,0,0,0,1,0,2,0,0,3,0,1,0,2,0,0,0,8,10,1,0,0,0,0,1,25,0,1,0,1,6,1,1,0,0
"192958",0,1,0,0,0,0,54,0,0,0,0,0,0,1,5,0,2,1,0,1,0,0,0,9,3,0,3,0,2,1,7,0,0,15,0,0,0,0,1,0,0,9,101,0,3,0,1,1,0,0,4,0,0,0,2,0,0,1,1,0,0,5,0,0,0,1,3,0,0,4,1,0,0,13,0,0,0,0,0,5,3,0,0,0,0,6,0,3,3,0,0,1,1,0,0,0,0,0,1,5,0,5,14,1,5,3,0,0,44,0,0,0,0,0,0,0,5,2,0,0,2,5,3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,6,0,4,0,0,0,6,2,0,0,2,0
"3926480",0,255,0,1,0,1927,11168,6401,0,0,0,1331,0,692,576,77,4512,3,20,21,6,1,2,0,1,22,69,64,65,39,73,0,2,527,239,6590,45,0,20147,276,33,4763,447,0,1541,4,827,187,1,0,1,1,0,1,1,0,0,2006,1108,0,2,5308,234,1,0,26,1380,0,3725,1,1,398,0,2163,41,0,92,0,2,4876,1624,0,0,0,0,0,2,931,1,54,3949,2,20,1502,0,2,0,0,3,147,132,2223,2,4407,4419,10,0,2,2415,952,0,2,0,0,2,1687,0,135,0,17,57,566,1070,0,1413,873,0,0,255,0,0,1,1810,3,0,0,0,3,0,459,1358,0,0,0,1,309,1858,3820,9345,1
"365536",0,0,0,446,0,10,0,15,0,0,0,5,0,359,57,0,0,0,17,0,0,20,0,0,0,13,225,0,0,0,52,0,0,283,0,0,0,0,0,32,0,12,0,0,42,0,0,38,0,0,0,0,52,0,0,0,0,29,54,0,0,0,0,0,0,37,0,0,0,15,141,0,1,55,160,0,0,0,0,0,3,0,4,6,0,0,0,97,0,0,0,43,0,8,0,0,0,0,0,48,0,0,1,35,0,2,0,0,73,0,0,0,2,0,0,0,1,0,0,21,32,62,12,0,65,0,0,0,1,0,0,0,211,0,0,0,0,0,0,0,76,0,0,0,31,0,0,0,0,0
"194177",0,0,0,0,0,10,5,10,0,0,0,4,0,0,0,1,10,4,1,0,0,0,0,0,1,0,1,5,1,2,6,0,0,0,0,29,20,1,22,0,0,16,0,0,6,0,0,5,0,0,1,0,0,0,1,0,1,9,4,0,0,33,6,0,0,2,3,0,11,0,0,3,0,10,9,0,0,0,0,6,18,0,0,0,0,0,0,8,1,0,5,1,1,5,0,0,0,0,0,1,0,3,0,11,2,1,0,0,13,1,0,0,0,0,0,5,0,0,0,1,0,14,2,0,18,5,0,0,3,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,12,4,5,29,0
"180999",0,0,0,0,0,0,0,46,0,1,0,1,0,0,0,3,0,0,35,271,0,0,0,0,0,76,0,0,84,0,165,0,0,0,0,0,0,130,0,1,501,1,0,0,278,0,0,0,0,0,0,0,0,0,48,0,0,44,102,0,0,0,0,0,0,0,0,0,244,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,61,1,0,0,0,0,14,0,0,0,0,0,0,98,0,0,0,0,57,0,0,318,39,0,0,103,0,0,0,101,0,0,0,0,1,0,0,0,0,182,0,144,0,0,0,0,0,407,0,309,0
"4316928",28,0,0,0,0,0,1,0,0,4,0,2931,0,0,0,3,0,0,0,0,0,14,0,308,0,0,0,17,0,0,0,14,0,4,0,6,4,17,2,0,0,0,0,0,0,0,2,0,0,211,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,144,0,1,16,0,273,15,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,4,0,4,0,0,6,0,0,0,0,0,0,0,0,14,8,0,1,113,38,13,18,47,0,0,0,1,0,0,0,8,4,0,0,0,0,1,0,0,12,0
"4480189",0,0,0,3,0,0,0,0,0,0,0,33,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,391,0,0,0,0,0,0,1,0,0,0,3,0,175,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,578,0,20,0,0,0,0,0,3,0,1,0,0,0,34,24,0,0,16,0,0,2,0,146,1,0,3,0,0,0,0,91,0,22,0,225,0,21,19,1,0,0,0,0,0,0,0,5,4,345,0,155,550,1,0,0,0,5,3,0,0,0,5,0,0,0,0,1,24,0,0,13,286,0,101,1,1,16,1,0,1,92,3,2,0,0,0,206
"186687",0,49,0,18,0,4,0,14,0,0,0,14,0,15,14,10,61,20,8,67,2,0,0,11,11,18,15,25,13,11,78,0,0,16,0,17,0,15,17,32,72,68,1,0,49,0,11,22,0,0,21,0,0,0,34,0,0,44,25,0,0,71,0,0,0,40,18,0,36,41,77,0,0,18,0,0,0,2,0,31,36,0,0,0,0,133,1,5,107,0,0,1,24,10,0,0,0,0,1,41,1,29,81,26,41,52,0,0,192,0,0,0,8,0,1,0,11,15,0,1,33,32,13,0,75,0,0,0,151,3,0,0,21,2,0,0,0,1,40,0,21,0,1,1,41,18,24,17,62,0
"196990",0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,4,33,3,3,0,0,0,1,2,0,0,0,3,0,0,0,2,1,0,0,0,1,3,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,1,4,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,2,0,0,3,0,0,0,0,21,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,1,0,0,2,0,0,1,0,5,0,0,0,9,2,0,0,0,1,0,1,2,0,0,2,0
"72820",1886,1919,3097,1090,260,212,537,222,682,2806,4787,530,456,417,1164,34,1247,536,42,526,1256,874,5061,2628,243,116,267,6943,841,231,406,295,9604,5602,256,2777,3557,101,377,3427,493,6842,3582,4545,185,3048,192,2201,2,12537,543,1,4434,2904,43,1888,101,265,689,7,345,10,7132,9091,1087,1114,1073,2375,379,500,979,3192,155,1622,1191,464,601,1290,15492,1396,389,471,45,4232,2395,4,3052,97,5257,695,1952,101,361,1251,1186,718,1,3834,735,1181,1460,3939,2710,104,830,1169,26,1,14209,5481,1461,18250,154,14668,18027,4,1944,234,2415,290,574,117,116,565,5,273,427,2237,2335,1763,3625,751,2389,983,5301,797,2083,23,46,1020,251,107,10576,832,8624,1050,863,587,548,4565
"342397",4,0,0,3,0,0,19,1,0,1,0,0,0,0,3,0,13,4,0,0,12,1,0,0,1,0,1,45,0,0,0,1,0,0,1,6,4,1,1,0,0,9,13,0,1,0,0,0,0,0,0,3,2,0,1,1,1,2,0,0,0,2,5,7,0,1,0,0,13,0,2,0,0,4,0,0,0,0,0,2,0,0,2,0,0,4,3,0,2,0,19,0,0,1,0,0,0,0,12,0,0,8,3,1,0,2,0,0,5,516,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,7,0,0,2,0,0,0,0,13,0,0,1,7,2,0,15,0,10,0,2,1,0,16,12,1
"4297695",0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197364",0,101,0,0,0,558,0,13,0,0,1,597,0,169,0,94,1,15,41,0,0,0,0,0,125,0,169,11,157,201,10,0,0,36,215,0,0,6,0,134,0,0,0,0,1,0,129,65,0,0,43,0,1,2,312,0,35,134,97,0,0,995,0,0,0,27,72,0,0,0,0,0,0,733,33,0,2,0,0,0,248,30,0,0,0,0,0,2,1,0,1,70,0,0,0,0,0,0,0,4,2,0,61,553,1,1042,1,0,1,4,0,0,122,0,2,0,0,13,0,201,30,3,58,0,240,0,0,0,2,0,0,0,19,2,0,0,0,0,208,0,1,0,0,0,0,280,0,1,2,0
"577294",0,0,0,5,0,0,0,0,0,0,0,0,13,5,0,2,0,1,0,0,0,0,11,0,2,0,3,0,0,4,2,0,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,16,0,0,0,1,0,3,0,0,0,0,12,0,1,2,0,0,2,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,1,5,0,0,3,3,0,0,25,14,3,0,1,0,0,3,0,5,0,0,0,1,0,1,5,0,11,0,2,0,0,0,0,0,1,0,0,3,0,4,0,13,0,2,0,1,4,2,0,2,0,0,0,10,2,0,5,0,5,0,0,0,0
