"","G35441","G36194","G36491","G36811","G35531","G36771","G35878","G36505","G36449","G37005","G35874","G35403","G36434","G36204","G36530","G36279","G36473","G35892","G36287","G36463","G36760","G35350","G36452","G36910","G35512","G36233","G37030","G36193","G36468","G36202","G36288","G36460","G36186","G35470","G36492","G36495","G36518","G37024","G36516","G36200","G36457","G36528","G35876","G36198","G36242","G36450","G36944","G36203","G36511","G36408","G36138","G36508","G36037","G35523","G35997","G36987","G35513","G36286","G36456","G36213","G36466","G35453","G35923","G35414","G36432","G36769","G36317","G36420","G37047","G36438","G36834","G36476","G35533","G35469","G36764","G36459","G35924","G36219","G36523","G36490","G36205","G36485","G36455","G35352","G36540","G35409","G36824","G37040","G35442","G37026","G35424","G37039","G36139","G36527","G36521","G36433","G36215","G36173","G36761","G36235","G36144","G36816","G35351","G36773","G36141","G35395","G37042","G36514","G36536","G36192","G36028","G36189","G35397","G35404","G36035","G36982","G36538","G36489","G35445","G36763","G36498","G36272","G36201","G37050","G36280","G35522","G36453","G37022","G35477","G35902","G36210","G37045","G36854","G36029","G36435","G36034","G36454","G36753","G35938","G36145","G36257","G36161","G35416","G36439","G36534","G35455","G36464","G36290","G37037","G36431"
"177754",0,9,0,5,0,8,0,10,0,0,0,11,0,9,3,3,15,8,1,55,2,0,0,2,6,13,6,19,29,2,44,0,0,3,0,10,0,6,15,12,51,15,1,0,20,0,4,16,0,0,13,0,0,0,12,0,1,25,12,0,0,45,1,0,0,16,12,0,23,29,19,0,0,9,1,0,0,1,0,13,25,0,0,0,0,28,0,4,41,0,0,1,4,7,0,0,0,0,2,11,0,14,24,6,20,28,0,0,51,0,0,0,2,0,2,0,4,11,0,0,19,15,1,0,35,0,0,0,65,1,0,0,7,1,0,0,0,0,16,0,15,0,0,0,15,10,20,7,24,0
"3195500",0,4,0,0,0,48,0,5,0,0,0,3,0,1,0,10,0,5,0,0,0,0,0,0,4,0,9,0,4,19,0,0,0,13,2,2,4,9,10,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,2,0,0,39,0,0,0,1,3,0,0,0,0,0,0,44,58,0,0,0,0,4,8,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,1,4,0,2,11,1,7,0,0,0,6,0,0,15,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,58,1,2,0,0
"180529",0,18,0,0,0,140,1,1,0,0,0,77,0,30,0,14,0,8,7,0,0,1,0,0,35,1,18,4,13,20,0,0,0,9,15,0,0,0,0,24,0,0,0,0,0,0,10,13,0,0,13,0,0,0,176,0,5,14,11,0,0,168,0,0,0,11,10,0,0,1,0,0,0,110,11,0,1,0,0,0,31,2,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,0,0,13,165,0,183,0,0,0,2,0,0,11,0,0,0,0,0,0,43,1,2,3,0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,66,0,0,0,0,0,0,50,0,1,0,0
"3450454",0,0,0,0,0,1,35,12,0,0,0,5,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,37,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,12,3,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,0,15,0,0,3,0,0,0,0,0,0,1,5,0,10,5,0,0,0,8,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,16,0
"208739",29,0,62,0,0,102,0,15,0,0,0,2,0,0,26,16,0,111,32,35,0,0,0,0,54,36,13,0,21,68,51,0,0,84,108,127,0,1,0,20,52,40,0,0,54,0,26,9,0,0,24,0,0,0,35,0,2,72,11,0,0,119,0,0,0,113,62,0,51,1,1,16,0,158,277,1,0,0,0,103,0,4,0,0,0,10,0,3,1,1,0,20,0,11,0,0,0,0,0,76,0,22,18,54,0,39,0,0,47,0,0,1,75,0,0,9,3,10,0,41,33,96,4,0,7,0,0,0,1,0,0,0,29,0,0,0,0,0,42,0,23,0,0,0,55,146,59,0,90,0
"188127",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,12,0,9,0
"362765",0,0,0,0,0,0,0,22,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,39,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"191399",12,0,2,0,0,18,0,7,0,0,0,1,0,8,1,5,0,16,2,4,0,0,0,0,10,8,1,0,3,3,9,0,0,12,30,26,0,0,0,2,12,4,0,0,6,0,10,0,0,0,6,0,0,0,5,0,0,2,3,0,0,15,0,0,0,12,5,0,8,0,0,7,0,36,39,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,5,0,8,0,0,5,0,0,0,14,0,0,2,0,0,0,9,15,6,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,0,0,4,18,10,0,17,0
"1096610",0,0,6,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,9,7,0,0,4,0,3,0,4,0,0,0,0,0,2,0,0,0,3,0,0,13,4,0,0,0,0,0,0,1,2,0,0,1,0,0,0,18,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,2,14,0,0,1,0,0,24,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,7,0,0,0,0,0,3,1
"354850",0,0,0,0,0,19,14,0,0,7,0,0,0,0,11,0,9,1,0,8,40,13,0,0,0,0,0,9,3,3,0,1,13,0,0,0,0,0,0,0,4,2,18,0,0,0,0,7,18,0,0,9,1,1,0,10,0,0,3,0,0,0,19,7,0,30,0,3,0,0,0,4,0,0,35,2,8,0,0,0,4,0,2,1,1,0,27,0,12,0,0,0,0,1,0,0,0,13,58,0,0,0,0,29,0,0,0,5,16,3,0,15,0,7,20,7,0,0,0,11,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,8,0,7,0,13,0,0,0
"206574",13,0,23,0,0,40,0,10,0,0,0,1,0,3,7,13,0,11,21,22,1,0,0,0,26,7,2,0,7,6,22,0,0,13,11,22,0,0,0,15,38,4,0,0,17,0,2,6,0,0,18,0,1,0,10,0,2,35,3,0,0,28,23,0,0,90,12,0,15,0,1,10,0,36,91,6,3,0,0,18,3,28,1,0,0,5,0,3,0,1,0,18,0,2,0,0,0,0,0,29,0,11,6,12,0,8,0,0,8,0,0,0,10,0,0,6,0,12,0,22,13,26,0,0,18,0,0,0,5,0,0,0,3,0,0,0,0,0,19,0,7,0,0,0,13,36,35,0,13,0
"3413566",4,0,9,15,0,0,29,0,16,1,0,8,0,1,20,0,6,1,0,3,58,44,1,0,0,0,6,16,5,0,2,7,1,4,0,2,40,0,3,0,6,37,29,0,0,0,0,7,0,0,1,0,38,0,0,4,0,0,0,0,3,5,4,9,0,2,3,0,0,0,40,0,3,8,0,0,1,6,0,5,0,0,4,12,20,14,20,5,28,0,35,0,4,1,0,0,0,0,26,0,1,3,2,0,2,8,0,0,117,0,139,0,5,0,0,5,31,0,13,0,3,1,0,0,5,0,5,1,2,1,15,0,0,10,0,11,1,119,11,0,11,0,4,0,16,6,1,5,1,4
"177222",0,0,0,4,2,16,4,0,6,8,0,0,7,0,19,0,18,12,1,31,32,14,16,0,1,0,7,6,9,5,0,4,7,8,0,0,23,0,8,2,9,3,8,0,0,3,0,6,20,0,1,7,3,2,0,1,0,0,6,0,0,5,25,21,5,29,0,10,8,2,8,9,2,28,22,44,0,0,1,0,1,0,9,7,2,0,15,22,21,0,4,20,5,2,1,0,0,10,33,1,0,1,2,22,0,5,0,4,11,0,3,36,0,7,9,21,2,1,4,20,0,1,3,0,20,2,6,0,4,0,0,0,1,7,1,3,1,22,0,0,10,0,12,0,6,1,18,0,8,3
"194670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,6,0,2,0,0,1,0,5,46,0,0,0,0,4,0,42,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,108,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"1917420",12,0,5,21,0,0,75,0,0,13,0,0,0,0,6,0,3,0,0,0,140,20,18,0,0,0,0,23,0,0,0,1,0,3,0,3,27,0,7,1,1,36,89,0,0,6,0,0,1,0,0,12,7,0,2,21,0,0,0,0,10,8,11,89,0,3,5,0,0,2,21,3,0,7,2,0,10,0,0,4,2,12,4,7,34,19,49,0,16,0,122,0,0,3,0,1,0,0,101,0,0,11,9,1,5,2,0,0,19,11,0,0,0,0,2,6,9,0,30,0,2,0,0,0,0,13,1,2,5,0,0,2,0,78,0,0,5,105,10,1,0,0,89,0,15,1,1,1,5,19
"197458",0,0,0,0,0,8,27,12,0,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,1,1,1,4,0,0,1,0,17,0,0,34,0,1,1,1,0,8,0,0,1,0,0,0,0,0,0,1,0,0,4,7,0,0,36,0,0,0,1,4,0,56,0,0,4,0,3,4,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,1,16,0,10,2,3,0,0,3,2,1,0,2,0,0,10,0,0,0,3,0,1,4,0,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,11,1,4,26,0
"851938",4,3,0,3,0,6,1,2,0,0,0,0,0,1,4,1,0,1,3,3,2,0,2,0,0,1,1,39,0,0,4,0,0,0,2,11,0,0,2,3,0,37,6,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,4,3,0,0,0,7,3,0,2,2,2,0,0,6,2,0,0,0,0,2,1,0,8,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,10,4,0,3,2,6,2,0,0,19,5,0,0,0,0,0,0,6,3,0,4,12,18,2,0,8,4,0,0,22,0,2,0,2,0,0,0,2,2,8,1,10,0,0,0,11,3,0,9,5,0
"304047",0,0,0,40,0,15,14,0,0,0,0,0,2,0,2,0,5,4,0,0,2,0,0,0,8,0,2,0,0,0,4,4,0,0,0,0,1,2,0,6,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,7,0,1,0,0,26,1,0,4,1,46,0,0,11,33,0,0,2,0,0,0,0,7,1,0,0,7,0,21,0,0,0,0,1,0,0,0,0,3,4,0,2,10,28,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,9,0,4,1,2,4,0,0,1,2,0,1,7,3,0,0,0,0,1,0,0,1,2,0,0,0,5,0,1,1,0
"4079463",0,1,1,0,0,7,13,3,0,1,0,0,0,4,2,1,0,2,0,5,3,0,0,0,0,3,0,0,0,0,1,1,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,2,4,11,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,2,2,1,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,6,4,0,2,0,0,0,0,1,0,4,23,0
"182245",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,8,2,0,0,0,14,0,0,0,0,0,1920,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"302932",0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,4,0,2,2,0,0,0,0,0,1,0,3,0,0,3,0,0,6,0,0,0,0,1,18,0,0,7,0,2,0,14,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,6,0,2,3,0
"196307",0,0,2,0,0,17,0,4,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,63,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,25,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2072645",0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,1,14,1,0,0,0,0,0,1,0,0,0,3,1,0,2,1,0,0,5,0,1,1,0,0,0,4,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,2,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,12,1,16,0,2,3,0,0,0,1,0,0,0,0,0,0,3
"4354477",1,0,1,3,1,0,0,0,8,0,0,0,5,0,0,0,3,0,0,0,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,2,3,15,0,2,19,11,0,5,2,0,0,6,0,0,0,1,2,0,8,15,0,0,24,0,6,0,0,0,1,28,0,0,0,0,0,4,5,0,0,1,0,0,10,0,0,0,0,2,10,0,8,0,0,2,1,0,0,0,6,4,0,1,7,5,0,0,0,0,0,0,5,1,0,0,0,5,0,3,11,1,0,0,1,0,0,24,3,14,6,2,17,3,3,2,2,10,0,0,0,0,0,8
"3943186",0,0,0,0,0,22,0,2353,0,0,0,6,1,11,1,0,0,1,18,0,11,0,0,0,1,0,0,0,0,17,0,0,0,1,0,0,1,0,2,123,0,3,1,0,0,0,0,22,0,0,0,0,0,1,0,0,31,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,320,0,1,0,0,0,0,0,0,1,0,113,54,0,1,0,0,0,0,0,1,0,0,0,0,0,61,0,2,1246,0,18,0,1583,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"192711",0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,7,0,0,3,0,2,0,0,1,6,3,0,0,0,3,0,0,13,0,0,0,0,0,0,1,0,0,3,2,0,0,3,0,0,0,5,0,0,1,1,0,0,0,27,15,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11,6,0,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,0
"216111",0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,5,1,0,2,0,137,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,2,0,2,0,1,0,0,198,0,0,0,1,86,0,2,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,23,0,0,0,1,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,103,0,0,0,0
"193666",3,3,0,12,0,22,0,7,0,0,2,15,0,0,3,26,11,3,32,4,2,0,0,1,17,261,1,10,3,0,388,15,0,9,2,1,64,0,9,8,17,43,73,1,418,0,5,4,0,1,17,0,23,0,7,0,4,234,3,0,19,15,3,1,0,22,0,0,5,8,61,1,0,15,49,0,5,0,0,0,0,0,24,6,0,49,0,1,5,0,0,0,1,0,18,0,0,0,2,243,0,38,42,35,4,28,0,0,53,2,0,0,0,0,1,8,0,7,0,34,5,44,2,0,267,0,7,2,26,1,0,6,7,0,0,0,1,2,12,3,214,0,3,0,22,11,4,4,2,0
"3576174",383,1,0,0,0,1,14,26,0,401,1,0,0,0,0,0,6,0,2,3,0,1571,0,149,1,0,1,136,0,0,0,1,0,1,52,76,335,0,145,0,0,1,323,0,0,425,15,0,8,0,0,1,16,0,1,0,0,0,0,1,0,1,73,0,0,12,0,1054,10,0,0,249,5,2,5,1,19,6,0,31,0,220,0,190,7,0,1344,2,2,10,921,0,0,0,0,1,0,0,2,1,443,17,0,1,46,0,0,0,1,22,904,4041,0,0,0,0,0,0,201,4,0,0,0,0,2,0,0,34,2,25,122,107,0,1063,0,0,0,19,8,155,0,0,0,0,0,2,6,0,322,84
"350865",39,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,4,3,29,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,12,0,0,2,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,3,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,1,0,12,0,0,0,0,0,0,1,0,11,3,0,0,0,2,0,0,0,0,0
"1145098",0,0,0,5,0,2,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,36,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"170652",37,0,3,0,0,0,0,0,0,23,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,5,0,0,1,0,0,0,0,0,0,6,0,0,0,46,0,0,0,0,45,0,1,0,0,0,0,0,0,17,0,0,0,0,121,0,0,0,0,0,0,0,0,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,94,14,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,9,42
"191928",6,0,26,0,0,18,0,0,0,0,0,1,0,0,9,1,0,11,1,7,1,0,0,0,17,3,1,0,2,3,2,0,0,14,13,16,0,0,0,8,17,0,0,0,8,0,3,0,1,0,2,0,0,0,5,0,1,2,2,0,0,14,0,0,0,19,5,0,9,0,0,3,0,28,41,0,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,11,0,7,2,13,0,7,0,0,5,0,0,0,11,0,0,1,0,3,0,11,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,0,0,0,11,14,18,0,17,0
"182054",0,6,0,2,0,10,0,11,0,0,0,0,0,0,12,3,21,6,3,11,0,0,0,0,2,8,3,2,16,5,19,0,0,8,0,14,0,1,6,12,12,16,1,0,22,0,1,4,0,0,0,0,0,0,1,0,0,22,2,0,0,47,0,0,0,4,8,0,16,2,3,0,0,11,0,0,0,0,0,6,21,0,0,0,0,1,0,4,3,0,0,0,0,5,0,0,0,0,0,3,0,0,12,8,19,54,0,0,113,0,0,0,1,0,0,0,6,2,0,0,9,7,0,0,17,0,0,0,37,0,0,0,2,0,0,0,0,0,8,0,3,0,0,0,23,9,4,10,24,0
"199677",0,7,0,0,0,23,0,0,0,0,0,19,0,8,0,9,0,4,4,0,1,0,0,0,9,0,10,4,8,13,2,0,0,4,10,0,0,3,0,8,0,0,2,0,0,0,5,0,0,0,3,0,0,0,25,0,1,6,2,0,0,52,0,1,0,3,5,0,0,0,0,0,0,41,13,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,0,4,26,0,59,0,0,0,2,0,0,11,0,0,0,0,0,0,8,2,2,1,0,14,0,0,0,1,0,0,0,2,0,0,0,0,0,13,0,0,0,1,0,0,24,0,0,0,0
"141145",2,1,3,19,1,2,5,0,28,5,1,8,4,0,2,0,1,0,0,0,10,28,19,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11,60,0,11,0,2,4,16,0,6,154,14,0,3,0,0,0,9,0,0,36,13,7,1,26,11,0,0,101,2,4,0,3,0,11,82,0,4,0,0,2,3,1,0,13,0,1,4,15,0,1,0,0,8,60,0,26,0,2,3,2,2,0,1,16,4,0,7,90,30,1,0,0,0,0,0,4,1,0,0,0,7,0,10,8,2,0,0,16,1,0,188,1,218,1,25,121,2,1,2,10,10,0,0,0,1,2,7
"193477",0,0,0,9,0,0,0,2,0,0,0,0,0,0,2,1,0,22,0,0,0,0,0,0,0,3,4,0,7,0,4,0,0,0,2,0,2,2,0,2,1,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,4,1,0,0,1,0,0,1,0,9,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,8,2,0,36,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,3,1,0
"189271",0,1,0,0,0,10,0,0,0,0,0,11,0,4,0,0,0,0,1,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,1,0,0,21,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"183662",0,0,0,9,0,2,0,0,1,0,0,0,2,0,1,0,1,4,0,2,6,1,1,0,1,0,1,1,2,0,0,0,2,3,0,0,7,0,5,0,5,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,1,7,3,0,7,0,2,1,1,5,1,0,3,5,0,0,0,5,0,0,0,1,0,0,0,4,1,2,0,3,2,1,0,0,0,0,0,3,1,0,0,1,4,0,2,0,0,1,0,0,2,0,2,2,0,2,0,0,4,0,1,0,0,0,1,1,0,2,0,0,0,1,2,2,2,0,4,0,0,2,0,2,0,1,0,1,3,2,1
"177986",0,0,3,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,3,0,0,0,0,24,0,0,0,0,1,0,0,0,0,5,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,45,0,0,0,0,0,0,3,2,0,1,2,18,0,0,0,0,1,0,0,49,6,10,0,0,2,0,0,0,0,3,2,0,0,0,0,246,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,1,0,20,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84,0,0,1,0,0,0,0,1,0,35,0,2
"787663",0,4,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,2,0,0,0,41,0,1,0,0,6,0,3,0,0,0,1,0,1,0,0,0,1,0,1,12,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,1
"183030",0,0,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3014082",1,8,0,3,0,175,1,92,0,0,0,28,0,3,28,33,118,21,13,56,0,0,0,0,13,43,12,23,27,3,30,21,0,30,8,0,59,4,55,20,59,117,45,0,53,0,6,22,0,4,40,0,21,0,10,0,0,20,8,0,0,94,19,0,0,68,22,0,19,4,27,3,0,101,283,0,1,0,0,0,34,0,1,0,0,40,0,33,0,0,0,5,2,23,1,0,0,0,0,32,3,54,60,89,33,196,0,0,290,27,0,0,4,0,0,34,0,5,0,49,29,6,2,0,23,0,0,0,49,0,0,8,1,0,0,0,0,0,35,3,27,0,0,0,74,69,29,44,44,0
